Group_name 	 Atlas_name 	 Plates 	 Region
AnteriorAmygdala-L 	 - 	 - 	 CxA2-L
AnteriorAmygdala-R 	 - 	 - 	 CxA2-R
AnteriorAmygdala 	 - 	 - 	 CxA3
AnteriorAmygdala-L 	 - 	 - 	 CxA3-L
AnteriorAmygdala-R 	 - 	 - 	 CxA3-R
Ventricles 	 - 	 - 	 D3V
Hypothalamus 	 - 	 - 	 DA
Hypothalamus-L 	 - 	 - 	 DA-L
Hypothalamus-R 	 - 	 - 	 DA-R
InsularCtx 	 - 	 - 	 DI
InsularCtx-L 	 - 	 - 	 DI-L
InsularCtx-R 	 - 	 - 	 DI-R
RhinalCtx 	 - 	 - 	 DLEnt
RhinalCtx-L 	 - 	 - 	 DLEnt-L
RhinalCtx-R 	 - 	 - 	 DLEnt-R
GeniculateNuclei 	 - 	 - 	 DLG
GeniculateNuclei-L 	 - 	 - 	 DLG-L
GeniculateNuclei-R 	 - 	 - 	 DLG-R
OrbitalCtx 	 - 	 - 	 DLO
OrbitalCtx-L 	 - 	 - 	 DLO-L
OrbitalCtx-R 	 - 	 - 	 DLO-R
PAG 	 - 	 - 	 DLPAG
PAG-L 	 - 	 - 	 DLPAG-L
PAG-R 	 - 	 - 	 DLPAG-R
Hypothalamus 	 - 	 - 	 DMC
Hypothalamus-L 	 - 	 - 	 DMC-L
Hypothalamus-R 	 - 	 - 	 DMC-R
Hypothalamus 	 - 	 - 	 DMD
Hypothalamus-L 	 - 	 - 	 DMD-L
Hypothalamus-R 	 - 	 - 	 DMD-R
PAG 	 - 	 - 	 DMPAG
PAG-L 	 - 	 - 	 DMPAG-L
PAG-R 	 - 	 - 	 DMPAG-R
Hypothalamus 	 - 	 - 	 DMV
Hypothalamus-L 	 - 	 - 	 DMV-L
Hypothalamus-R 	 - 	 - 	 DMV-R
MammillaryNuclei 	 - 	 - 	 DTM
MammillaryNuclei-L 	 - 	 - 	 DTM-L
MammillaryNuclei-R 	 - 	 - 	 DTM-R
SuperiorColliculus 	 - 	 - 	 DpG
SuperiorColliculus-L 	 - 	 - 	 DpG-L
SuperiorColliculus-R 	 - 	 - 	 DpG-R
SuperiorColliculus 	 - 	 - 	 DpWh
SuperiorColliculus-L 	 - 	 - 	 DpWh-L
SuperiorColliculus-R 	 - 	 - 	 DpWh-R
AnteriorAmygdala 	 - 	 - 	 EA
AnteriorAmygdala-L 	 - 	 - 	 EA-L
AnteriorAmygdala-R 	 - 	 - 	 EA-R
AnteriorAmygdala 	 - 	 - 	 EAC
AnteriorAmygdala-L 	 - 	 - 	 EAC-L
AnteriorAmygdala-R 	 - 	 - 	 EAC-R
AnteriorAmygdala 	 - 	 - 	 EAM
AnteriorAmygdala-L 	 - 	 - 	 EAM-L
AnteriorAmygdala-R 	 - 	 - 	 EAM-R
RhinalCtx 	 - 	 - 	 Ect
RhinalCtx-L 	 - 	 - 	 Ect-L
RhinalCtx-R 	 - 	 - 	 Ect-R
InsularCtx 	 - 	 - 	 GI
InsularCtx-L 	 - 	 - 	 GI-L
InsularCtx-R 	 - 	 - 	 GI-R
GlobusPallidus 	 - 	 - 	 GP
GlobusPallidus-L 	 - 	 - 	 GP-L
GlobusPallidus-R 	 - 	 - 	 GP-R
DentateGyrus 	 - 	 - 	 GrDG
DentateGyrus-L 	 - 	 - 	 GrDG-L
DentateGyrus-R 	 - 	 - 	 GrDG-R
OlfactoryNuclei 	 - 	 - 	 GrO
OlfactoryNuclei-L 	 - 	 - 	 GrO-L
OlfactoryNuclei-R 	 - 	 - 	 GrO-R
AnteriorAmygdala 	 - 	 - 	 I
AnteriorAmygdala-L 	 - 	 - 	 I-L
AnteriorAmygdala-R 	 - 	 - 	 I-R
Thalamus 	 - 	 - 	 IAD
Thalamus-L 	 - 	 - 	 IAD-L
Thalamus-R 	 - 	 - 	 IAD-R
Thalamus 	 - 	 - 	 IAM
GeniculateNuclei 	 - 	 - 	 IGL
GeniculateNuclei-L 	 - 	 - 	 IGL-L
GeniculateNuclei-R 	 - 	 - 	 IGL-R
LimbicCtx 	 - 	 - 	 IL
LimbicCtx-L 	 - 	 - 	 IL-L
LimbicCtx-R 	 - 	 - 	 IL-R
AnteriorAmygdala 	 - 	 - 	 IM
AnteriorAmygdala-L 	 - 	 - 	 IM-L
AnteriorAmygdala-R 	 - 	 - 	 IM-R
Thalamus 	 - 	 - 	 IMD
AnteriorAmygdala 	 - 	 - 	 IMG
AnteriorAmygdala-L 	 - 	 - 	 IMG-L
AnteriorAmygdala-R 	 - 	 - 	 IMG-R
Ventricles 	 - 	 - 	 IVF
Ventricles-L 	 - 	 - 	 IVF-L
Ventricles-R 	 - 	 - 	 IVF-R
SuperiorColliculus 	 - 	 - 	 InG
SuperiorColliculus-L 	 - 	 - 	 InG-L
SuperiorColliculus-R 	 - 	 - 	 InG-R
SuperiorColliculus 	 - 	 - 	 InWh
SuperiorColliculus-L 	 - 	 - 	 InWh-L
SuperiorColliculus-R 	 - 	 - 	 InWh-R
Hypothalamus 	 - 	 - 	 JPLH
Hypothalamus-L 	 - 	 - 	 JPLH-L
Hypothalamus-R 	 - 	 - 	 JPLH-R
Hypothalamus 	 - 	 - 	 LA
PosteriorAmygdala 	 - 	 - 	 LA
Hypothalamus-L 	 - 	 - 	 LA-L
PosteriorAmygdala-L 	 - 	 - 	 LA-L
Hypothalamus-R 	 - 	 - 	 LA-R
PosteriorAmygdala-R 	 - 	 - 	 LA-R
BasalGanglia 	 - 	 - 	 LAcbSh
BasalGanglia-L 	 - 	 - 	 LAcbSh-L
BasalGanglia-R 	 - 	 - 	 LAcbSh-R
Thalamus 	 - 	 - 	 LDDM
Thalamus-L 	 - 	 - 	 LDDM-L
Thalamus-R 	 - 	 - 	 LDDM-R
Thalamus 	 - 	 - 	 LDVL
Thalamus-L 	 - 	 - 	 LDVL-L
Thalamus-R 	 - 	 - 	 LDVL-R
Thalamus 	 - 	 - 	 LHb
Thalamus-L 	 - 	 - 	 LHb-L
Thalamus-R 	 - 	 - 	 LHb-R
Thalamus 	 - 	 - 	 LHbL
Thalamus-L 	 - 	 - 	 LHbL-L
Thalamus-R 	 - 	 - 	 LHbL-R
Thalamus 	 - 	 - 	 LHbM
Thalamus-L 	 - 	 - 	 LHbM-L
Thalamus-R 	 - 	 - 	 LHbM-R
MammillaryNuclei 	 - 	 - 	 LM
MammillaryNuclei-L 	 - 	 - 	 LM-L
MammillaryNuclei-R 	 - 	 - 	 LM-R
CA1 	 - 	 - 	 LMol
CA2 	 - 	 - 	 LMol
CA3 	 - 	 - 	 LMol
CA1-L 	 - 	 - 	 LMol-L
CA2-L 	 - 	 - 	 LMol-L
CA3-L 	 - 	 - 	 LMol-L
CA1-R 	 - 	 - 	 LMol-R
CA2-R 	 - 	 - 	 LMol-R
CA3-R 	 - 	 - 	 LMol-R
OrbitalCtx 	 - 	 - 	 LO
OrbitalCtx-L 	 - 	 - 	 LO-L
OrbitalCtx-R 	 - 	 - 	 LO-R
OlfactoryNuclei 	 - 	 - 	 LOT1
OlfactoryNuclei-L 	 - 	 - 	 LOT1-L
OlfactoryNuclei-R 	 - 	 - 	 LOT1-R
OlfactoryNuclei 	 - 	 - 	 LOT2
OlfactoryNuclei-L 	 - 	 - 	 LOT2-L
OlfactoryNuclei-R 	 - 	 - 	 LOT2-R
OlfactoryNuclei 	 - 	 - 	 LOT3
OlfactoryNuclei-L 	 - 	 - 	 LOT3-L
OlfactoryNuclei-R 	 - 	 - 	 LOT3-R
PAG 	 - 	 - 	 LPAG
PAG-L 	 - 	 - 	 LPAG-L
PAG-R 	 - 	 - 	 LPAG-R
Thalamus 	 - 	 - 	 LPLR
Thalamus-L 	 - 	 - 	 LPLR-L
Thalamus-R 	 - 	 - 	 LPLR-R
Thalamus 	 - 	 - 	 LPMR
Thalamus-L 	 - 	 - 	 LPMR-L
Thalamus-R 	 - 	 - 	 LPMR-R
PreopticArea 	 - 	 - 	 LPO
PreopticArea-L 	 - 	 - 	 LPO-L
PreopticArea-R 	 - 	 - 	 LPO-R
AssociationCtx 	 - 	 - 	 LPtA
AssociationCtx-L 	 - 	 - 	 LPtA-L
AssociationCtx-R 	 - 	 - 	 LPtA-R
SeptalNuclei 	 - 	 - 	 LSD
SeptalNuclei-L 	 - 	 - 	 LSD-L
SeptalNuclei-R 	 - 	 - 	 LSD-R
SeptalNuclei 	 - 	 - 	 LSI
SeptalNuclei-L 	 - 	 - 	 LSI-L
SeptalNuclei-R 	 - 	 - 	 LSI-R
SeptalNuclei 	 - 	 - 	 LSI1
SeptalNuclei-L 	 - 	 - 	 LSI1-L
SeptalNuclei-R 	 - 	 - 	 LSI1-R
SeptalNuclei 	 - 	 - 	 LSI2
SeptalNuclei-L 	 - 	 - 	 LSI2-L
SeptalNuclei-R 	 - 	 - 	 LSI2-R
SeptalNuclei 	 - 	 - 	 LSI3
SeptalNuclei-L 	 - 	 - 	 LSI3-L
SeptalNuclei-R 	 - 	 - 	 LSI3-R
SeptalNuclei 	 - 	 - 	 LSI4
SeptalNuclei-L 	 - 	 - 	 LSI4-L
SeptalNuclei-R 	 - 	 - 	 LSI4-R
SeptalNuclei 	 - 	 - 	 LSV
SeptalNuclei-L 	 - 	 - 	 LSV-L
SeptalNuclei-R 	 - 	 - 	 LSV-R
Ventricles 	 - 	 - 	 LV
Ventricles-L 	 - 	 - 	 LV-L
Ventricles-R 	 - 	 - 	 LV-R
AnteriorAmygdala 	 - 	 - 	 LaDL
AnteriorAmygdala-L 	 - 	 - 	 LaDL-L
AnteriorAmygdala-R 	 - 	 - 	 LaDL-R
AnteriorAmygdala 	 - 	 - 	 LaVL
AnteriorAmygdala-L 	 - 	 - 	 LaVL-L
AnteriorAmygdala-R 	 - 	 - 	 LaVL-R
AnteriorAmygdala 	 - 	 - 	 LaVM
AnteriorAmygdala-L 	 - 	 - 	 LaVM-L
AnteriorAmygdala-R 	 - 	 - 	 LaVM-R
MotorCtx 	 - 	 - 	 M1
MotorCtx-L 	 - 	 - 	 M1-L
MotorCtx-R 	 - 	 - 	 M1-R
MotorCtx 	 - 	 - 	 M2
MotorCtx-L 	 - 	 - 	 M2-L
MotorCtx-R 	 - 	 - 	 M2-R
Hypothalamus 	 - 	 - 	 MCLH
Hypothalamus-L 	 - 	 - 	 MCLH-L
Hypothalamus-R 	 - 	 - 	 MCLH-R
PreopticArea 	 - 	 - 	 MCPO
PreopticArea-L 	 - 	 - 	 MCPO-L
PreopticArea-R 	 - 	 - 	 MCPO-R
Thalamus 	 - 	 - 	 MD
Thalamus-L 	 - 	 - 	 MD-L
Thalamus-R 	 - 	 - 	 MD-R
Thalamus 	 - 	 - 	 MDC
Thalamus-L 	 - 	 - 	 MDC-L
Thalamus-R 	 - 	 - 	 MDC-R
Thalamus 	 - 	 - 	 MDL
Thalamus-L 	 - 	 - 	 MDL-L
Thalamus-R 	 - 	 - 	 MDL-R
Thalamus 	 - 	 - 	 MDM
Thalamus-L 	 - 	 - 	 MDM-L
Thalamus-R 	 - 	 - 	 MDM-R
GeniculateNuclei 	 - 	 - 	 MGD
GeniculateNuclei-L 	 - 	 - 	 MGD-L
GeniculateNuclei-R 	 - 	 - 	 MGD-R
GeniculateNuclei 	 - 	 - 	 MGM
GeniculateNuclei-L 	 - 	 - 	 MGM-L
GeniculateNuclei-R 	 - 	 - 	 MGM-R
GeniculateNuclei 	 - 	 - 	 MGV
GeniculateNuclei-L 	 - 	 - 	 MGV-L
GeniculateNuclei-R 	 - 	 - 	 MGV-R
Thalamus 	 - 	 - 	 MHb
Thalamus-L 	 - 	 - 	 MHb-L
Thalamus-R 	 - 	 - 	 MHb-R
MammillaryNuclei 	 - 	 - 	 ML
MammillaryNuclei 	 - 	 - 	 ML
MammillaryNuclei-L 	 - 	 - 	 ML-L
MammillaryNuclei-R 	 - 	 - 	 ML-R
MammillaryNuclei 	 - 	 - 	 MM
OrbitalCtx 	 - 	 - 	 MO
OrbitalCtx-L 	 - 	 - 	 MO-L
OrbitalCtx-R 	 - 	 - 	 MO-R
PreopticArea 	 - 	 - 	 MPA
PreopticArea-L 	 - 	 - 	 MPA-L
PreopticArea-R 	 - 	 - 	 MPA-R
PreopticArea 	 - 	 - 	 MPO
PreopticArea-L 	 - 	 - 	 MPO-L
PreopticArea-R 	 - 	 - 	 MPO-R
PreopticArea 	 - 	 - 	 MPOC
PreopticArea-L 	 - 	 - 	 MPOC-L
PreopticArea-R 	 - 	 - 	 MPOC-R
PreopticArea 	 - 	 - 	 MPOL
PreopticArea-L 	 - 	 - 	 MPOL-L
PreopticArea-R 	 - 	 - 	 MPOL-R
PreopticArea 	 - 	 - 	 MPOM
PreopticArea-L 	 - 	 - 	 MPOM-L
PreopticArea-R 	 - 	 - 	 MPOM-R
PretectalNuclei 	 - 	 - 	 MPT
PretectalNuclei-L 	 - 	 - 	 MPT-L
PretectalNuclei-R 	 - 	 - 	 MPT-R
AssociationCtx 	 - 	 - 	 MPtA
AssociationCtx-L 	 - 	 - 	 MPtA-L
AssociationCtx-R 	 - 	 - 	 MPtA-R
Ventricles 	 - 	 - 	 MRe
SeptalNuclei 	 - 	 - 	 MS
SeptalNuclei 	 - 	 - 	 MS
SeptalNuclei-L 	 - 	 - 	 MS-L
SeptalNuclei-R 	 - 	 - 	 MS-R
GeniculateNuclei 	 - 	 - 	 MZMG
GeniculateNuclei-L 	 - 	 - 	 MZMG-L
GeniculateNuclei-R 	 - 	 - 	 MZMG-R
AnteriorAmygdala 	 - 	 - 	 MeAD
AnteriorAmygdala-L 	 - 	 - 	 MeAD-L
AnteriorAmygdala-R 	 - 	 - 	 MeAD-R
AnteriorAmygdala 	 - 	 - 	 MeAV
AnteriorAmygdala-L 	 - 	 - 	 MeAV-L
AnteriorAmygdala-R 	 - 	 - 	 MeAV-R
AnteriorAmygdala 	 - 	 - 	 MePD
AnteriorAmygdala-L 	 - 	 - 	 MePD-L
AnteriorAmygdala-R 	 - 	 - 	 MePD-R
MammillaryNuclei 	 - 	 - 	 MnM
PreopticArea 	 - 	 - 	 MnPO
DentateGyrus 	 - 	 - 	 MoDG
DentateGyrus-L 	 - 	 - 	 MoDG-L
DentateGyrus-R 	 - 	 - 	 MoDG-R
Thalamus 	 - 	 - 	 OPC
Thalamus-L 	 - 	 - 	 OPC-L
Thalamus-R 	 - 	 - 	 OPC-R
PretectalNuclei 	 - 	 - 	 OPT
PretectalNuclei-L 	 - 	 - 	 OPT-L
PretectalNuclei-R 	 - 	 - 	 OPT-R
SuperiorColliculus 	 - 	 - 	 Op
SuperiorColliculus-L 	 - 	 - 	 Op-L
SuperiorColliculus-R 	 - 	 - 	 Op-R
CA1 	 - 	 - 	 OrCA1
CA1-L 	 - 	 - 	 OrCA1-L
CA1-R 	 - 	 - 	 OrCA1-R
CA2 	 - 	 - 	 OrCA2
CA2-L 	 - 	 - 	 OrCA2-L
CA2-R 	 - 	 - 	 OrCA2-R
CA3 	 - 	 - 	 OrCA3
CA3-L 	 - 	 - 	 OrCA3-L
CA3-R 	 - 	 - 	 OrCA3-R
Thalamus 	 - 	 - 	 PC
Thalamus-L 	 - 	 - 	 PC-L
Thalamus-R 	 - 	 - 	 PC-R
PreopticArea 	 - 	 - 	 PDPO
PreopticArea-L 	 - 	 - 	 PDPO-L
PreopticArea-R 	 - 	 - 	 PDPO-R
Thalamus 	 - 	 - 	 PF
Thalamus-L 	 - 	 - 	 PF-L
Thalamus-R 	 - 	 - 	 PF-R
Hypothalamus 	 - 	 - 	 PH
Hypothalamus-L 	 - 	 - 	 PH-L
Hypothalamus-R 	 - 	 - 	 PH-R
Hypothalamus 	 - 	 - 	 PHA
Hypothalamus 	 - 	 - 	 PHD
Thalamus 	 - 	 - 	 PIL
Thalamus-L 	 - 	 - 	 PIL-L
Thalamus-R 	 - 	 - 	 PIL-R
PosteriorAmygdala 	 - 	 - 	 PLCo
PosteriorAmygdala-L 	 - 	 - 	 PLCo-L
PosteriorAmygdala-R 	 - 	 - 	 PLCo-R
Hypothalamus 	 - 	 - 	 PLH
Hypothalamus-L 	 - 	 - 	 PLH-L
Hypothalamus-R 	 - 	 - 	 PLH-R
SeptalNuclei 	 - 	 - 	 PLd
SeptalNuclei-L 	 - 	 - 	 PLd-L
SeptalNuclei-R 	 - 	 - 	 PLd-R
PosteriorAmygdala 	 - 	 - 	 PMCO
PosteriorAmygdala-L 	 - 	 - 	 PMCO-L
PosteriorAmygdala-R 	 - 	 - 	 PMCO-R
MammillaryNuclei 	 - 	 - 	 PMD
MammillaryNuclei-L 	 - 	 - 	 PMD-L
MammillaryNuclei-R 	 - 	 - 	 PMD-R
MammillaryNuclei 	 - 	 - 	 PMV
MammillaryNuclei-L 	 - 	 - 	 PMV-L
MammillaryNuclei-R 	 - 	 - 	 PMV-R
PretectalNuclei 	 - 	 - 	 PPT
PretectalNuclei-L 	 - 	 - 	 PPT-L
PretectalNuclei-R 	 - 	 - 	 PPT-R
RhinalCtx 	 - 	 - 	 PRh
RhinalCtx-L 	 - 	 - 	 PRh-L
RhinalCtx-R 	 - 	 - 	 PRh-R
Thalamus 	 - 	 - 	 PT
Thalamus-L 	 - 	 - 	 PT-L
Thalamus-R 	 - 	 - 	 PT-R
Thalamus 	 - 	 - 	 PV
Thalamus 	 - 	 - 	 PVA
Thalamus 	 - 	 - 	 PVA
Thalamus-L 	 - 	 - 	 PVA-L
Thalamus-R 	 - 	 - 	 PVA-R
Thalamus 	 - 	 - 	 PVP
Thalamus 	 - 	 - 	 PVP
Thalamus-L 	 - 	 - 	 PVP-L
Thalamus-R 	 - 	 - 	 PVP-R
Hypothalamus 	 - 	 - 	 PaLM
Hypothalamus-L 	 - 	 - 	 PaLM-L
Hypothalamus-R 	 - 	 - 	 PaLM-R
Hypothalamus 	 - 	 - 	 PaPo
Hypothalamus-L 	 - 	 - 	 PaPo-L
Hypothalamus-R 	 - 	 - 	 PaPo-R
Hypothalamus 	 - 	 - 	 PaV
Hypothalamus-L 	 - 	 - 	 PaV-L
