Group_name 	 Atlas_name 	 Plates 	 Region
VHypothalamus 	 - 	 - 	 DMC
VHypothalamus 	 - 	 - 	 DMD
CThalamus 	 - 	 - 	 DMDL
CThalamus 	 - 	 - 	 DMDL
PAG 	 - 	 - 	 DMPAG
VHypothalamus 	 - 	 - 	 DMV
LimbicCortex 	 - 	 - 	 DP
PAG 	 - 	 - 	 DPAG
Subiculum 	 - 	 - 	 DS
TeniaTecta 	 - 	 - 	 DTT1
TeniaTecta 	 - 	 - 	 DTT2
TeniaTecta 	 - 	 - 	 DTT3
Endopiriform 	 - 	 - 	 Den
PAG 	 - 	 - 	 Dk
SupColliculus 	 - 	 - 	 DpG
SupColliculus 	 - 	 - 	 DpWh
Amygdala 	 - 	 - 	 EA
Amygdala 	 - 	 - 	 EAC
Amygdala 	 - 	 - 	 EAM
BasalForebrain 	 - 	 - 	 EP
PreopticN 	 - 	 - 	 ESO
EctCortex 	 - 	 - 	 Ect
VThalamus 	 - 	 - 	 Eth
DHypothalamus 	 - 	 - 	 F
LimbicCortex 	 - 	 - 	 FR3
InsularCortex 	 - 	 - 	 GI
BasalForebrain 	 - 	 - 	 GP
BasalForebrain 	 - 	 - 	 HDB
Amygdala 	 - 	 - 	 I
DThalamus 	 - 	 - 	 IAD
BasalForebrain 	 - 	 - 	 ICj
BasalForebrain 	 - 	 - 	 IF
GeniculateN 	 - 	 - 	 IGL
LimbicCortex 	 - 	 - 	 IL
Amygdala 	 - 	 - 	 IM
CThalamus 	 - 	 - 	 IMD
BasalForebrain 	 - 	 - 	 IPAC
BasalForebrain 	 - 	 - 	 IPACL
BasalForebrain 	 - 	 - 	 IPACM
BasalForebrain 	 - 	 - 	 IPL
Endopiriform 	 - 	 - 	 Ien
PAG 	 - 	 - 	 InC
SupColliculus 	 - 	 - 	 InG
SupColliculus 	 - 	 - 	 InWh
DHypothalamus 	 - 	 - 	 JPLH
VHypothalamus 	 - 	 - 	 LA
DThalamus 	 - 	 - 	 LDDM
DThalamus 	 - 	 - 	 LDVL
Habenulla 	 - 	 - 	 LHb
Habenulla 	 - 	 - 	 LHbL
Habenulla 	 - 	 - 	 LHbM
PreopticN 	 - 	 - 	 LO
OlfactoryBulb 	 - 	 - 	 LOT1
OlfactoryBulb 	 - 	 - 	 LOT2
OlfactoryBulb 	 - 	 - 	 LOT3
PAG 	 - 	 - 	 LPAG
DThalamus 	 - 	 - 	 LPLC
DThalamus 	 - 	 - 	 LPMC
DThalamus 	 - 	 - 	 LPMR
PreopticN 	 - 	 - 	 LPO
PtCortex 	 - 	 - 	 LPtA
Septum 	 - 	 - 	 LSD
Septum 	 - 	 - 	 LSI
Septum 	 - 	 - 	 LSI1
Septum 	 - 	 - 	 LSI2
Septum 	 - 	 - 	 LSI3
Septum 	 - 	 - 	 LSI4
Striatum 	 - 	 - 	 LSS
Septum 	 - 	 - 	 LSV
Ventricles 	 - 	 - 	 LV
Amygdala 	 - 	 - 	 LaDL
Amygdala 	 - 	 - 	 LaVL
Amygdala 	 - 	 - 	 LaVM
Septum 	 - 	 - 	 Ld
VThalamus 	 - 	 - 	 Li
PAG 	 - 	 - 	 Lth
MotorCortex 	 - 	 - 	 M1
MotorCortex 	 - 	 - 	 M2
DHypothalamus 	 - 	 - 	 MCLH
PAG 	 - 	 - 	 MCPC
PreopticN 	 - 	 - 	 MCPO
CThalamus 	 - 	 - 	 MD
CThalamus 	 - 	 - 	 MDC
CThalamus 	 - 	 - 	 MDM
EntCortex 	 - 	 - 	 MEnt
GeniculateN 	 - 	 - 	 MGD
GeniculateN 	 - 	 - 	 MGMD
GeniculateN 	 - 	 - 	 MGMZ
GeniculateN 	 - 	 - 	 MGV
Habenulla 	 - 	 - 	 MHb
Mammillary 	 - 	 - 	 MM
PreopticN 	 - 	 - 	 MPA
PreopticN 	 - 	 - 	 MPO
PreopticN 	 - 	 - 	 MPOL
PreopticN 	 - 	 - 	 MPOM
PretectalN 	 - 	 - 	 MPT
PtCortex 	 - 	 - 	 MPtA
Septum 	 - 	 - 	 MS
OlfactoryBulb 	 - 	 - 	 MTu
Amygdala 	 - 	 - 	 MeAD
Amygdala 	 - 	 - 	 MeAV
Amygdala 	 - 	 - 	 MePD
Amygdala 	 - 	 - 	 MePV
MLemn 	 - 	 - 	 Mlemn
PreopticN 	 - 	 - 	 MnPO
BasalForebrain 	 - 	 - 	 Nv
PretectalN 	 - 	 - 	 OPC
PretectalN 	 - 	 - 	 OPT
PretectalN 	 - 	 - 	 OT
SupColliculus 	 - 	 - 	 Op
HipFimbria 	 - 	 - 	 Or
PAG 	 - 	 - 	 PAG
VTegmentalArea 	 - 	 - 	 PBP
VTegmentalArea 	 - 	 - 	 PBPI
VTegmentalArea 	 - 	 - 	 PBPm
CThalamus 	 - 	 - 	 PC
AmygdaloCortical 	 - 	 - 	 PCo
PreopticN 	 - 	 - 	 PDPO
DHypothalamus 	 - 	 - 	 PF
DHypothalamus 	 - 	 - 	 PH
DHypothalamus 	 - 	 - 	 PHD
BasalForebrain 	 - 	 - 	 PIF
VThalamus 	 - 	 - 	 PIL
AmygdaloCortical 	 - 	 - 	 PLCo
AmygdaloCortical 	 - 	 - 	 PLCo1
AmygdaloCortical 	 - 	 - 	 PLCo2
AmygdaloCortical 	 - 	 - 	 PLCo3
DHypothalamus 	 - 	 - 	 PLH
Septum 	 - 	 - 	 PLd
AmygdaloCortical 	 - 	 - 	 PMCo
Mammillary 	 - 	 - 	 PMV
VTegmentalArea 	 - 	 - 	 PN
PretectalN 	 - 	 - 	 PPT
PrhCortex 	 - 	 - 	 PRh
StriTer 	 - 	 - 	 PS
DThalamus 	 - 	 - 	 PT
CThalamus 	 - 	 - 	 PV
CThalamus 	 - 	 - 	 PVA
DHypothalamus 	 - 	 - 	 PaAP
DHypothalamus 	 - 	 - 	 PaMM
DHypothalamus 	 - 	 - 	 PaMP
DHypothalamus 	 - 	 - 	 PaPo
DHypothalamus 	 - 	 - 	 PaR
VThalamus 	 - 	 - 	 PaXi
AComm 	 - 	 - 	 Pcom
DHypothalamus 	 - 	 - 	 Pe
DHypothalamus 	 - 	 - 	 PeF
DHypothalamus 	 - 	 - 	 PeFLH
Endopiriform 	 - 	 - 	 Pir1
Endopiriform 	 - 	 - 	 Pir2
Endopiriform 	 - 	 - 	 Pir3
VThalamus 	 - 	 - 	 Po
VThalamus 	 - 	 - 	 PoT
LimbicCortex 	 - 	 - 	 Post
AComm 	 - 	 - 	 PrC
LimbicCortex 	 - 	 - 	 PrL
Subiculum 	 - 	 - 	 PrS
PtCortex 	 - 	 - 	 PtPD
PtCortex 	 - 	 - 	 PtPR
OpticChiasm 	 - 	 - 	 RCh
OpticChiasm 	 - 	 - 	 RChL
VThalamus 	 - 	 - 	 REth
DHypothalamus 	 - 	 - 	 RI
DHypothalamus 	 - 	 - 	 RMC
DHypothalamus 	 - 	 - 	 RPC
DThalamus 	 - 	 - 	 RPF
VHypothalamus 	 - 	 - 	 RRF
RSCortex 	 - 	 - 	 RSD
RSCortex 	 - 	 - 	 RSGa
RSCortex 	 - 	 - 	 RSGb
RSCortex 	 - 	 - 	 RSGc
Endopiriform 	 - 	 - 	 RaPir
VThalamus 	 - 	 - 	 Re
VThalamus 	 - 	 - 	 Rh
VHypothalamus 	 - 	 - 	 Rt
S1Cortex 	 - 	 - 	 S1
S1Cortex 	 - 	 - 	 S1BF
S1Cortex 	 - 	 - 	 S1DZ
S1Cortex 	 - 	 - 	 S1FL
S1Cortex 	 - 	 - 	 S1HL
S1Cortex 	 - 	 - 	 S1J
S1Cortex 	 - 	 - 	 S1Sh
S1Cortex 	 - 	 - 	 S1Tr
S1Cortex 	 - 	 - 	 S1ULp
S2Cortex 	 - 	 - 	 S2
OpticChiasm 	 - 	 - 	 SCh
OpticChiasm 	 - 	 - 	 SChDL
OpticChiasm 	 - 	 - 	 SChVM
HipFimbria 	 - 	 - 	 SFi
Septum 	 - 	 - 	 SHy
BasalForebrain 	 - 	 - 	 SIB
SubstantiaNigra 	 - 	 - 	 SNCD
SubstantiaNigra 	 - 	 - 	 SNCV
SubstantiaNigra 	 - 	 - 	 SNL
SubstantiaNigra 	 - 	 - 	 SNR
PreopticN 	 - 	 - 	 SO
DHypothalamus 	 - 	 - 	 SPF
DHypothalamus 	 - 	 - 	 SPFPC
StriTer 	 - 	 - 	 STIA
StriTer 	 - 	 - 	 STLD
StriTer 	 - 	 - 	 STLI
StriTer 	 - 	 - 	 STLV
StriTer 	 - 	 - 	 STMA
StriTer 	 - 	 - 	 STMAL
StriTer 	 - 	 - 	 STMAM
StriTer 	 - 	 - 	 STMPI
StriTer 	 - 	 - 	 STMPL
StriTer 	 - 	 - 	 STMPM
DHypothalamus 	 - 	 - 	 STh
Septum 	 - 	 - 	 StHy
PAG 	 - 	 - 	 Su3
SupColliculus 	 - 	 - 	 SuG
Mammillary 	 - 	 - 	 SuML
Mammillary 	 - 	 - 	 SuMM
VThalamus 	 - 	 - 	 Sub
GeniculateN 	 - 	 - 	 SubB
GeniculateN 	 - 	 - 	 SubD
GeniculateN 	 - 	 - 	 SubG
ZonaIncerta 	 - 	 - 	 SubI
GeniculateN 	 - 	 - 	 SubV
Septum 	 - 	 - 	 TS
TeCortex 	 - 	 - 	 TeA
OlfactoryBulb 	 - 	 - 	 Tu1
OlfactoryBulb 	 - 	 - 	 Tu2
OlfactoryBulb 	 - 	 - 	 Tu3
V1Cortex 	 - 	 - 	 V1
V1Cortex 	 - 	 - 	 V1B
V1Cortex 	 - 	 - 	 V1M
V2Cortex 	 - 	 - 	 V2L
V2Cortex 	 - 	 - 	 V2ML
V2Cortex 	 - 	 - 	 V2MM
VThalamus 	 - 	 - 	 VA
Claustrum 	 - 	 - 	 VCl
BasalForebrain 	 - 	 - 	 VDB
GeniculateN 	 - 	 - 	 VG
GeniculateN 	 - 	 - 	 VG1
GeniculateN 	 - 	 - 	 VG2
GeniculateN 	 - 	 - 	 VG3
EntCortex 	 - 	 - 	 VIEnt
VThalamus 	 - 	 - 	 VL
PreopticN 	 - 	 - 	 VLPO
VHypothalamus 	 - 	 - 	 VMH
VHypothalamus 	 - 	 - 	 VMHC
VHypothalamus 	 - 	 - 	 VMHDM
VHypothalamus 	 - 	 - 	 VMHSh
VHypothalamus 	 - 	 - 	 VMHVL
PreopticN 	 - 	 - 	 VOLT
BasalForebrain 	 - 	 - 	 VP
VThalamus 	 - 	 - 	 VPL
VThalamus 	 - 	 - 	 VPM
VThalamus 	 - 	 - 	 VPPC
VThalamus 	 - 	 - 	 VRe
Subiculum 	 - 	 - 	 VS
VTegmentalArea 	 - 	 - 	 VTAR
Endopiriform 	 - 	 - 	 Ven
VThalamus 	 - 	 - 	 Xi
ZonaIncerta 	 - 	 - 	 ZI
ZonaIncerta 	 - 	 - 	 ZIC
ZonaIncerta 	 - 	 - 	 ZID
ZonaIncerta 	 - 	 - 	 ZIR
ZonaIncerta 	 - 	 - 	 ZIV
AComm 	 - 	 - 	 ac
AComm 	 - 	 - 	 aca
AComm 	 - 	 - 	 acp
CCallosum 	 - 	 - 	 alv
GeniculateN 	 - 	 - 	 bic
AComm 	 - 	 - 	 cc
CgCortex 	 - 	 - 	 cg
CCallosum 	 - 	 - 	 chp
BasalForebrain 	 - 	 - 	 cp
AComm 	 - 	 - 	 csc
CCallosum 	 - 	 - 	 dcw
CCallosum 	 - 	 - 	 dhc
VThalamus 	 - 	 - 	 eml
CCallosum 	 - 	 - 	 f
HipFimbria 	 - 	 - 	 fi
CCallosum 	 - 	 - 	 fmi
CCallosum 	 - 	 - 	 fmj
DHypothalamus 	 - 	 - 	 fr
CCallosum 	 - 	 - 	 ic
OlfactoryBulb 	 - 	 - 	 loCx
mch 	 - 	 - 	 mch
BasalForebrain 	 - 	 - 	 mfb
Mammillary 	 - 	 - 	 mt
OpticChiasm 	 - 	 - 	 och
PreopticN 	 - 	 - 	 opt
AComm 	 - 	 - 	 pc
DHypothalamus 	 - 	 - 	 rs
DHypothalamus 	 - 	 - 	 scp
VThalamus 	 - 	 - 	 sm
OpticChiasm 	 - 	 - 	 sox
StriTer 	 - 	 - 	 st
DThalamus 	 - 	 - 	 str
VHypothalamus 	 - 	 - 	 tth
